title,url,weight,Processor manufacturer,Processor model,Processor series,min hertz, max hertz,cach mem,RAM,internal storage,internal_storage_hdd,internal storage type,GPU manufacturer,GPU model,GPU memory,screen size,screen refresh rate,battery,price
لپ تاپ 17.3 اینچی ایسوس مدل TUF Gaming F17 TUF767VU-HX037-i7 13620H 24GB 1SSD RTX4050 - کاستوم شده,https://www.digikala.com/product/dkp-15779269/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-173-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-gaming-f17-tuf767vu-hx037-i7-13620h-24gb-1ssd-rtx4050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.6,Intel,13620H,Core i7,1.8,4.9,24,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,17.3,144,90,74598000
لپ تاپ 15.6 اینچی اچ‌ پی مدل fd0371-i7 1355U 8GB 512SSD MX570A,https://www.digikala.com/product/dkp-15713757/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DA%86-%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-fd0371-i7-1355u-8gb-512ssd-mx570a/,1.59,Intel,1355U,Core i7,1.7,5,12,DDR4 ,512,0,SSD ,NVIDIA ,GeForce MX570A ,2,15.6,250,41,44590000
لپ تاپ 15.6 اینچی اچ‌ پی مدل fd0371-i7 1355U 8GB 1SSD MX570A,https://www.digikala.com/product/dkp-15713972/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DA%86-%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-fd0371-i7-1355u-8gb-1ssd-mx570a/,1.59,Intel,1355U,Core i7,1.7,5,12,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce MX570A ,2,15.6,250,41,47990000
لپ تاپ 14 اینچی دل مدل Latitude 3420-i5 1135G7 8GB 512SSD - کاستوم شده,https://www.digikala.com/product/dkp-15719331/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%AF%D9%84-%D9%85%D8%AF%D9%84-latitude-3420-i5-1135g7-8gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.5,Intel,1135G7,Core i5,2.4,4.2,8,DDR4 ,512,0,SSD ,Intel , Iris Xe ,0,14,60,54,33900000
لپ تاپ 14 اینچی دل مدل Latitude 3420-i5 1135G7 16GB 256SSD - کاستوم شده,https://www.digikala.com/product/dkp-15719353/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%AF%D9%84-%D9%85%D8%AF%D9%84-latitude-3420-i5-1135g7-16gb-256ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.5,Intel,1135G7,Core i5,2.4,4.2,8,DDR4 ,256,0,SSD ,Intel , Iris Xe ,0,14,60,54,32900000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 X1504VA-NJ104-i5 1335U 40GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-15952682/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-x1504va-nj104-i5-1335u-40gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.7,Intel,1335U,Core i5,1.3,4.6,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,36490000
لپ تاپ 16 اینچی لنوو مدل LOQ 16IRH8-i7 13620H 32GB 2SSD RTX4060 W - کاستوم شده,https://www.digikala.com/product/dkp-14965069/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-16irh8-i7-13620h-32gb-2ssd-rtx4060-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.6,Intel,13620H,Core i7,2.4,4.9,24,DDR5 ,2048,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,16,144,60,91350000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 3 15IAU7-i3 1215U 16GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-14866564/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-3-15iau7-i3-1215u-16gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.63,Intel,1215U,Core i3,1.2,4.4,10,DDR4 ,1024,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,45,25500000
لپ تاپ 14 اینچی ایسوس مدل Vivobook 14 M415D-TH31-CB-R3 3250U 12GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-14188518/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-14-m415d-th31-cb-r3-3250u-12gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-14186020/,1.6,AMD,3250U,Ryzen 3,2.6,3.5,4,DDR4 ,1024,0,SSD ,AMD ,Radeon Graphics ,0,14,60,37,24990000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook A1504VA-NJ537-i5 1335U 40GB 1SSD W - کاستوم شده,https://www.digikala.com/product/dkp-14598521/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-a1504va-nj537-i5-1335u-40gb-1ssd-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.7,Intel,1335U,Core i5,1.3,4.6,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,40190000
لپ تاپ 15.6 اینچی دل مدل G15 5515 A,https://www.digikala.com/product/dkp-7421080/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%AF%D9%84-%D9%85%D8%AF%D9%84-g15-5515-a/,2.5,AMD,5800H,Ryzen 7,4.4,4.4,16,DDR4 ,1024,0,SSD ,NVIDIA ,RTX 3050 TI ,4,15.6,120,56,61499000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 F1504VA-NJ822-i5 1335U 16GB 512SSD - کاستوم شده,https://www.digikala.com/product/dkp-15217155/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-f1504va-nj822-i5-1335u-16gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.8,Intel,1335U,Core i5,1.3,4.6,12,DDR4 ,512,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,33400000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8-i7 13620H 16GB 1SSD RTX4060 - کاستوم شده,https://www.digikala.com/product/dkp-14499106/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irh8-i7-13620h-16gb-1ssd-rtx4060-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.4,Intel,13620H,Core i7,1.8,4.9,24,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,15.6,144,60,72999000
لپ تاپ 15.6 اینچ ایسوس مدل TUF GAMING F15 Fx507ZU4-LP127W-i7 12700H 16GB 1SSD RTX4050,https://www.digikala.com/product/dkp-14391060/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-gaming-f15-fx507zu4-lp127w-i7-12700h-16gb-1ssd-rtx4050/,2.14,Intel,12700H,Core i7,1.7,4.7,24,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,15.6,144,90,68576180
لپ تاپ 16 اینچی لنوو مدل LOQ 16IRH8-i7 13620H 64GB 1SSD RTX4050 - کاستوم شده,https://www.digikala.com/product/dkp-14578001/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-16irh8-i7-13620h-64gb-1ssd-rtx4050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.6,Intel,13620H,Core i7,1.8,4.9,24,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,16,144,60,69190000
لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX507ZC4-HN057-i5 12500H 16GB 1SSD RTX3050 - کاستوم شده,https://www.digikala.com/product/dkp-14583134/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-gaming-f15-fx507zc4-hn057-i5-12500h-16gb-1ssd-rtx3050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.2,Intel,12500H,Core i5,2.5,4.5,18,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce RTX 3050 ,4,15.6,144,56,48170000
لپ تاپ 14 اینچی ایسوس مدل ExpertBook B3 Flip B3402FB-EC0971-i7 1255U 24GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-14555533/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-expertbook-b3-flip-b3402fb-ec0971-i7-1255u-24gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.61,Intel,1255U,Core i7,1.7,4.7,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe ,0,14,60,50,50300000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 5 15ITL05-i7 1165G7 8GB 512SSD MX450,https://www.digikala.com/product/dkp-14111998/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-5-15itl05-i7-1165g7-8gb-512ssd-mx450-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.66,Intel,1165G7,Core i7,2.8,4.7,12,DDR4 ,512,0,SSD ,Intel ,GeForce MX450 ,2,15.6,16,70,33600000
لپ تاپ 16 اینچی لنوو مدل LOQ 16IRH8-i7 13620H 64GB 2SSD RTX4050 - کاستوم شده,https://www.digikala.com/product/dkp-14578007/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-16irh8-i7-13620h-64gb-2ssd-rtx4050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.6,Intel,13620H,Core i7,1.8,4.9,24,DDR5 ,2048,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,16,144,60,85000000
لپ تاپ 14 اینچی ایسوس مدل ExpertBook B3 Flip B3402FB-EC0971-i7 1255U 16GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-14554993/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-expertbook-b3-flip-b3402fb-ec0971-i7-1255u-16gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.61,Intel,1255U,Core i7,1.7,4.7,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe ,0,14,60,50,48437000
لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX507ZC4-HN057-i5 12500H 16GB 1SSD RTX3050 - کاستوم شده,https://www.digikala.com/product/dkp-14583134/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-gaming-f15-fx507zc4-hn057-i5-12500h-16gb-1ssd-rtx3050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.2,Intel,12500H,Core i5,2.5,4.5,18,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce RTX 3050 ,4,15.6,144,56,48170000
لپ تاپ 15.6 اینچی ایسوس مدل VivoBook 15 F1504VA-NJ828-i3 1315U 8GB 512SSD - کاستوم شده,https://www.digikala.com/product/dkp-15128986/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-f1504va-nj828-i3-1315u-8gb-512ssd/,1.7,Intel,1315U,Core i3,1.2,4.5,10,DDR4 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,42,24290000
لپ تاپ 16.1 اینچی اچ‌ پی مدل Victus 16 Gaming R0046-i7 13700H 32GB 2SSD RTX4060,https://www.digikala.com/product/dkp-14689099/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-161-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DA%86-%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-victus-16-gaming-r0046-i7-13700h-32gb-2ssd-rtx4060/,2.3,Intel,13700H,Core i7,1.8,5,24,DDR5 ,2048,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,16.1,144,65,88790000
لپ تاپ 14 اینچی ایسوس مدل Vivobook 14 M415D-TH31-CB-R3 3250U 8GB 128SSD - کاستوم شده,https://www.digikala.com/product/dkp-14188429/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-14-m415d-th31-cb-r3-3250u-8gb-128ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-14185568/,1.6,AMD,3250U,Ryzen 3,2.6,3.5,4,DDR4 ,128,0,SSD ,AMD ,Radeon Graphics ,0,14,60,37,20990000
لپ تاپ 16 اینچی لنوو مدل LOQ 16IRH8-i7 13620H 64GB 1SSD RTX4050 - کاستوم شده,https://www.digikala.com/product/dkp-14578001/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-16irh8-i7-13620h-64gb-1ssd-rtx4050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.6,Intel,13620H,Core i7,1.8,4.9,24,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,16,144,60,69190000
لپ تاپ 15.6 اینچ ایسوس مدل TUF GAMING F15 Fx507ZU4-LP127W-i7 12700H 16GB 1SSD RTX4050,https://www.digikala.com/product/dkp-14391060/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-gaming-f15-fx507zu4-lp127w-i7-12700h-16gb-1ssd-rtx4050/,2.14,Intel,12700H,Core i7,1.7,4.7,24,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,15.6,144,90,68576180
لپ تاپ 14 اینچی ایسوس مدل Vivobook 14 M415D-TH31-CB-R3 3250U 12GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-14188518/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-14-m415d-th31-cb-r3-3250u-12gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-14186020/,1.6,AMD,3250U,Ryzen 3,2.6,3.5,4,DDR4 ,1024,0,SSD ,AMD ,Radeon Graphics ,0,14,60,37,24990000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8-i7 13620H 16GB 1SSD RTX4060 - کاستوم شده,https://www.digikala.com/product/dkp-14499106/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irh8-i7-13620h-16gb-1ssd-rtx4060-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.4,Intel,13620H,Core i7,1.8,4.9,24,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,15.6,144,60,72999000
لپ تاپ 14 اینچی ایسوس مدل ExpertBook B3 Flip B3402FB-EC0971-i7 1255U 24GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-14555533/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-expertbook-b3-flip-b3402fb-ec0971-i7-1255u-24gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.61,Intel,1255U,Core i7,1.7,4.7,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe ,0,14,60,50,50300000
لپ تاپ 16 اینچی لنوو مدل LOQ 16IRH8-i7 13620H 64GB 2SSD RTX4050 - کاستوم شده,https://www.digikala.com/product/dkp-14578007/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-16irh8-i7-13620h-64gb-2ssd-rtx4050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.6,Intel,13620H,Core i7,1.8,4.9,24,DDR5 ,2048,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,16,144,60,85000000
لپ تاپ 16 اینچی لنوو مدل LOQ 16IRH8-i7 13620H 32GB 2SSD RTX4060 W - کاستوم شده,https://www.digikala.com/product/dkp-14965069/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-16irh8-i7-13620h-32gb-2ssd-rtx4060-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.6,Intel,13620H,Core i7,2.4,4.9,24,DDR5 ,2048,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,16,144,60,91350000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 1 15AMN7-R5 7520U 8GB 512SSD,https://www.digikala.com/product/dkp-14102828/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-1-15amn7-r5-7520u-8gb-256ssd-clone-1-of-13805529/,1.58,AMD,7520U,Ryzen 5,2.8,4.3,4,LPDDR5 ,512,0,SSD ,AMD ,Radeon 610M Graphics ,0,15.6,60,42,23250000
لپ تاپ 15.6 اینچی ام اس آی مدل Bravo 15 C7VEK-R5 7535HS 16GB 1SSD RTX4050,https://www.digikala.com/product/dkp-14090357/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%D9%85-%D8%A7%D8%B3-%D8%A2%DB%8C-%D9%85%D8%AF%D9%84-bravo-15-c7vek-r5-7535hs-16gb-1ssd-rtx4050-clone-1-of-14089908/,2.25,AMD,7535HS,Ryzen 5,3.3,4.55,16,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,15.6,144,53.5,61650000
لپ تاپ 14 اینچی ایسوس مدل Vivobook 14 M415D-TH31-CB-R3 3250U 8GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-14188487/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-14-m415d-th31-cb-r3-3250u-8gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-14185812/,1.6,AMD,3250U,Ryzen 3,2.6,3.5,4,DDR4 ,1024,0,SSD ,AMD ,Radeon Graphics ,0,14,60,37,24990000
لپ تاپ 14 اینچی ایسوس مدل Vivobook 14 M415D-TH31-CB-R3 3250U 4GB 128SSD,https://www.digikala.com/product/dkp-14188364/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-14-m415d-th31-cb-r3-3250u-4gb-128ssd-clone-1-of-14185253/,1.6,AMD,3250U,Ryzen 3,2.6,3.5,4,DDR4 ,128,0,SSD ,AMD ,Radeon Graphics ,0,14,60,37,19990000
لپ تاپ 16 اینچی لنوو مدل LOQ 16IRH8-i7 13620H 16GB 1SSD RTX4050 - کاستوم شده,https://www.digikala.com/product/dkp-15111126/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-16irh8-i7-13620h-16gb-1ssd-rtx4050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.6,Intel,13620H,Core i7,1.8,4.9,24,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,16,144,4,61000000
لپ تاپ 16 اینچی لنوو مدل LOQ 16IRH8-i7 13620H 32GB 1SSD RTX4060 W - کاستوم شده,https://www.digikala.com/product/dkp-14965035/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-16irh8-i7-13620h-24gb-1ssd-rtx4060-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-14965011/,2.6,Intel,13620H,Core i7,2.4,4.9,24,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,16,144,60,87650000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 F1504VA-NJ822-i5 1335U 16GB 1SSD W - کاستوم شده,https://www.digikala.com/product/dkp-15186405/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-f1504va-nj822-i5-1335u-16gb-1ssd-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.8,Intel,1335U,Core i5,1.3,4.6,12,DDR4 ,1024,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,42,36590000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8-i7 13620H 32GB 1SSD RTX4050 - کاستوم شده,https://www.digikala.com/product/dkp-15115031/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irh8-i7-13620h-32gb-1ssd-rtx4050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.4,Intel,13620H,Core i7,1.8,4.9,24,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4050 ,6,15.6,144,60,65999000
لپ تاپ 15.6 اینچی لنوو مدل IdeaPad 5 15IAL7-i7 1255U 16GB 1SSD MX550,https://www.digikala.com/product/dkp-10321375/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-ideapad-5-15ial7-i7-16gb-1t-2gb/,1.85,Intel,1255U,Core i7,2.1,4.1,12,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce MX550 ,2,15.6,60,76,39491860
لپ تاپ 16 اینچی لنوو مدل ThinkPad E16 Gen 1-i7 1355U 24GB 1SSD MX550 - کاستوم شده,https://www.digikala.com/product/dkp-15906416/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-thinkpad-e16-gen-1-i7-1355u-24gb-1ssd-mx550-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.81,Intel,1355U,Core i7,1.2,5,12,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce MX550 ,2,16,60,57,70000000
